CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster,cluster_name
12394,1.0,381.08,381.08,381.08,381.08,61.267975228298525,11.441167208984991,17.424162905426684,4.644694027500789,5.2220006297890205,147,147,2,(2)Ít tương tác
12395,8.0,149.97,346.1,235.22125,1881.77,10.84617142371278,57.78912123736169,11.754890342602975,16.630619044835452,2.7474133395685976,42,301,1,(1)Săn Sale
12397,1.0,629.43375,1150.06,802.350625,1214.81,30.976037405026304,34.73300351495296,15.54564088211325,11.542545747894733,7.202772450012759,65,65,0,(0)Khách Mới
12399,4.0,130.08,480.9,277.1625,1108.65,36.476796103368955,52.71636675235646,4.018400757678257,6.7884363865963095,0.0,49,191,3,(3)Khách Hàng Cao Cấp
12401,1.0,84.3,84.3,84.3,84.3,0.0,57.78912123736169,17.793594306049823,0.0,21.17437722419929,233,233,2,(2)Ít tương tác
12402,1.0,225.6,225.6,225.6,225.6,28.590425531914892,13.297872340425531,0.0,55.865440632332515,0.0,253,253,2,(2)Ít tương tác
12405,1.0,629.43375,1150.06,802.350625,1710.39,9.118388203859936,31.204579072609175,17.873116657604406,20.732698390425575,21.071217675500904,78,78,0,(0)Khách Mới
12406,1.0,629.43375,1150.06,802.350625,1486.7,31.6896482141656,8.456985269388579,29.003833994753485,26.309275576780788,4.540256944911549,113,113,0,(0)Khách Mới
12407,4.0,192.34,719.06,351.84,1407.36,35.14878922237381,37.9305934515689,7.300903819918145,8.044849931787178,11.57486357435198,64,194,3,(3)Khách Hàng Cao Cấp
12408,4.0,56.900000000000006,751.49,525.8,2103.2,22.0663750475466,25.447888931152534,12.782902244199319,35.57864206922785,4.124191707873718,28,190,3,(3)Khách Hàng Cao Cấp
12409,2.0,629.43375,1150.06,802.350625,3121.85875,21.17169955855739,21.014693952118716,26.121084243094607,17.542120642890925,14.15040160333836,8,112,3,(3)Khách Hàng Cao Cấp
12410,2.0,68.0,613.0799999999999,340.53999999999996,681.0799999999999,28.102425559405653,28.716156692312218,4.933341164033594,5.197627297821109,33.050449286427444,238,238,2,(2)Ít tương tác
12412,3.0,336.14,514.5,408.96000000000004,1226.88,28.185315597287424,23.13184663536776,24.130314293166403,23.097613458528947,1.4549100156494523,4,99,3,(3)Khách Hàng Cao Cấp
12413,2.0,84.65,415.3,249.97500000000002,499.95000000000005,3.9603960396039604,20.67206720672067,8.94089408940894,29.57295729572957,36.85368536853685,166,267,2,(2)Ít tương tác
12414,3.0,153.76,242.8,187.47,562.41,27.84445511281805,33.349335893742996,21.123379740758523,8.961433829412707,8.721395423267724,147,240,2,(2)Ít tương tác
12415,8.5,61.2,1150.06,802.350625,3121.85875,28.770736839327803,19.653783649548814,26.780200637764352,15.955496360386553,8.839782512972475,29,267,1,(1)Săn Sale
12417,7.0,259.39,562.69,395.1671428571429,2766.17,14.042520886279586,36.230238922408965,22.39558667760839,8.151704342104788,19.179949171598274,36,287,1,(1)Săn Sale
12418,1.0,629.43375,668.58,668.58,668.58,9.692183433545724,16.988243740464863,23.377905411469083,4.494600496574829,45.44706691794549,42,42,0,(0)Khách Mới
12421,3.0,157.45,239.35,209.51999999999998,628.56,26.210703830978748,42.62282041491663,8.710385643375334,13.936617029400535,8.519473081328753,44,249,0,(0)Khách Mới
12422,3.0,147.7,417.36,267.8533333333333,803.56,30.129672955348695,26.79949225944547,7.242769674946489,35.82806511025935,0.0,25,254,0,(0)Khách Mới
12423,7.0,84.92,347.35,234.35285714285715,1640.47,24.20038159795668,35.38376197065475,5.041238181740599,31.098404725475014,4.276213524172951,30,283,3,(3)Khách Hàng Cao Cấp
12424,2.0,294.64000000000004,1150.06,802.350625,1760.9600000000003,20.38887879338542,1.1312011630019987,36.39492095220788,40.05769580228966,2.027303289115028,92,92,3,(3)Khách Hàng Cao Cấp
12425,1.0,629.43375,777.2,777.2,777.2,53.13432835820895,12.974781266083376,12.738033968090582,18.965517241379317,2.1873391662377766,8,8,0,(0)Khách Mới
12426,1.0,582.73,582.73,582.73,582.73,37.54397405316356,17.443756113465927,9.112281845794794,22.137181885264194,13.762806102311535,124,124,0,(0)Khách Mới
12427,1.0,246.55,246.55,246.55,246.55,24.09247617116203,21.90225106469276,0.0,21.598053133238693,32.40721963090651,301,301,2,(2)Ít tương tác
12428,8.0,373.72,1150.06,802.350625,3121.85875,13.451718200635707,35.46364505426531,20.488802842736373,13.76662569655878,16.82920820580383,50,213,1,(1)Săn Sale
12429,3.0,437.98,1150.06,802.350625,2844.88,7.899102949860802,23.38868423272686,37.44270408593684,16.815472005849102,14.45403672562639,102,295,3,(3)Khách Hàng Cao Cấp
12431,8.5,118.8,640.1,430.54636363636365,3121.85875,36.35401952276283,6.366751759392399,16.467448337313474,12.851535364156746,27.96024501637454,49,303,1,(1)Săn Sale
12432,3.0,454.6,1150.06,802.350625,3121.85875,14.472223190411935,34.869767418701116,10.938192428535155,11.172466676293238,28.54735028605857,100,102,3,(3)Khách Hàng Cao Cấp
12433,3.0,629.43375,1150.06,802.350625,3121.85875,30.117446909649846,25.279153368995328,15.37708573421128,18.98821465373411,10.238099333409432,21,303,3,(3)Khách Hàng Cao Cấp
12434,2.0,273.05,519.89,396.47,792.94,16.054178121925997,17.655812545715943,19.824955229903903,7.0673695361565825,39.39768456629757,14,190,0,(0)Khách Mới
12435,2.0,629.43375,1150.06,802.350625,3121.85875,9.428484946787249,16.35272015315669,8.218506262540087,15.330994432871984,50.48734896539946,9,197,3,(3)Khách Hàng Cao Cấp
12436,1.0,509.01,509.01,509.01,509.01,0.0,28.683129997446024,30.146755466493786,21.897408695310506,19.27270584074969,29,29,0,(0)Khách Mới
12437,8.5,65.1,501.64,248.27166666666665,2979.2599999999998,23.074857514953383,57.78912123736169,2.6583782550029205,11.4290125735921,4.474265421614764,8,261,1,(1)Săn Sale
12438,1.0,629.43375,890.0699999999999,802.350625,890.0699999999999,32.24465491478198,30.412214769624864,12.049614075297448,15.457211230577371,9.836305009718336,70,70,0,(0)Khách Mới
12441,1.0,173.55,173.55,173.55,173.55,8.64304235090752,28.52203975799481,22.039757994814174,40.795159896283494,0.0,296,296,2,(2)Ít tương tác
12444,3.0,562.54,1150.06,802.350625,3121.85875,15.954555286992017,30.80904505284014,18.2612757499663,11.069311338292879,23.905812571908672,15,101,3,(3)Khách Hàng Cao Cấp
12447,1.0,476.49,476.49,476.49,476.49,36.31555751432349,10.87116203907742,13.505005351633823,28.458099855191083,10.850175239774181,173,173,2,(2)Ít tương tác
12449,3.0,629.43375,1087.7,802.350625,2724.58,18.72875819392347,17.338452165104346,22.368585249836677,19.316738726702834,22.247465664432685,21,117,3,(3)Khách Hàng Cao Cấp
12450,2.0,96.0,101.88,98.94,197.88,56.85263796240145,10.18799272286234,0.0,32.9593693147362,0.0,86,103,0,(0)Khách Mới
12451,2.0,629.43375,1150.06,802.350625,3121.85875,37.204129224598624,26.43560476543561,7.013304340142381,22.411454871662865,6.935506798160521,148,254,3,(3)Khách Hàng Cao Cấp
12453,1.0,629.43375,707.09,707.09,707.09,42.96482767398774,13.237353095079833,19.32568697054123,15.604802783238341,8.867329477152838,64,64,0,(0)Khách Mới
12455,6.0,15.0,1150.06,411.1433333333334,2466.86,27.387042637198704,44.7191976845058,10.641057863032357,12.88682778917328,4.365874026089847,3,226,1,(1)Săn Sale
12456,2.0,629.43375,1150.06,802.350625,2238.25,23.70110577460069,43.89411370490338,9.402434938009606,8.805986820060316,14.196358762426003,61,184,3,(3)Khách Hàng Cao Cấp
12457,6.0,40.0,728.83,319.63,1917.78,26.340351865177443,29.160800508921774,16.897141486510446,12.94152613959891,14.660179999791426,11,169,3,(3)Khách Hàng Cao Cấp
12458,2.0,441.92,505.48,473.70000000000005,947.4000000000001,46.358454718176056,25.944690732531132,10.312434029976778,12.001266624445853,5.383153894870171,1,214,0,(0)Khách Mới
12461,2.0,200.0,626.88,413.44,826.88,19.124903250773993,28.27979876160991,17.59626547987616,4.281153250773995,30.717879256965947,24,84,0,(0)Khách Mới
12462,1.0,629.43375,741.31,741.31,741.31,27.27064251123012,33.29915959585059,14.717189839608261,8.75477195775047,15.958236095560563,233,233,2,(2)Ít tương tác
12463,3.0,291.98,337.84000000000003,314.7966666666667,944.3900000000001,44.22219633837715,21.170279227861368,8.105761390950772,22.965088575694363,3.5366744671163395,105,171,0,(0)Khách Mới
12464,6.0,34.0,213.9,130.09166666666667,780.55,0.0,57.78912123736169,0.0,9.8007815002242,11.97873294471847,36,239,3,(3)Khách Hàng Cao Cấp
12465,1.0,440.94,440.94,440.94,440.94,23.676690706218533,30.421372522338636,11.475484192860709,27.078514083548782,7.347938495033338,99,99,0,(0)Khách Mới
12468,2.0,220.59,503.4500000000001,362.02000000000004,724.0400000000001,28.009502237445442,27.510910999392298,11.62228606154356,28.244295895254407,4.613004806364288,117,246,0,(0)Khách Mới
12471,8.5,29.700000000000003,1150.06,535.4766666666667,3121.85875,17.4868675083437,50.54152908712397,14.443739934424245,12.274866807588431,5.252996662519642,8,294,1,(1)Săn Sale
12472,5.0,545.3299999999999,1150.06,802.350625,3121.85875,37.42763300292305,30.477879602330876,10.429253183097172,18.034013276651546,3.631220934997363,68,299,1,(1)Săn Sale
12473,2.0,514.06,585.23,549.645,1099.29,30.21859563900336,41.685997325546495,6.640649874009588,16.760818346387214,4.693938815053353,44,121,0,(0)Khách Mới
12474,8.5,7.800000000000001,776.3199999999999,326.9423076923077,3121.85875,34.26221986941945,30.460325863184522,6.614905005587906,26.245044409152403,2.417504852655726,28,259,1,(1)Săn Sale
12476,7.0,12.45,1150.06,517.5785714285714,3121.85875,20.569409751452504,42.044686107009284,12.388733249610135,14.19963842618788,10.797532465740192,14,291,1,(1)Săn Sale
12477,3.0,629.43375,1150.06,802.350625,3121.85875,9.731927865889581,17.114749972832456,36.85028111255369,15.98400832756619,20.31903272115808,30,231,3,(3)Khách Hàng Cao Cấp
12480,3.0,557.6800000000001,816.25,714.9833333333332,2144.95,28.75777990162941,27.558218140282992,17.081983263013125,19.32912189095317,7.272896804121309,73,266,3,(3)Khách Hàng Cao Cấp
12481,8.0,134.82,1001.21,509.975,3121.85875,31.40644149223001,32.040296092945724,16.169910289720086,14.962743271729007,5.420608853375166,109,295,1,(1)Săn Sale
12483,6.0,8.5,507.56,262.5933333333333,1575.56,20.782451953591107,28.552387722460587,20.13887125847318,30.526289065475137,0.0,28,269,3,(3)Khách Hàng Cao Cấp
12484,4.0,140.0,1150.06,802.350625,3121.85875,25.002491556392226,29.400642267869998,21.20314489784619,13.361663252311612,11.03205802557998,30,266,3,(3)Khách Hàng Cao Cấp
12488,1.0,553.39,553.39,553.39,553.39,14.365998662787547,32.299101899203094,14.248540812085508,18.702903919478125,20.383454706445725,5,5,0,(0)Khách Mới
12489,1.0,334.93,334.93,334.93,334.93,8.867524557370196,33.09049652166124,19.302540829427045,25.975576986235932,12.763861105305585,266,266,2,(2)Ít tương tác
12490,6.0,331.5,1035.82,592.0983333333334,3121.85875,30.307465820711087,20.176265766666006,7.8097951072316265,38.30050751705094,3.405965788340337,23,259,1,(1)Săn Sale
12492,1.0,126.39,126.39,126.39,126.39,0.0,26.53690956563019,46.649258524978194,22.786612864941848,0.0,35,35,0,(0)Khách Mới
12493,2.0,201.24,215.55,208.395,416.79,45.20262002447276,20.125242928093282,7.1258907363420425,24.499148252117372,3.047098058974543,95,127,0,(0)Khách Mới
12494,5.0,4.949999999999999,403.09,164.97199999999998,824.8599999999999,16.84528283587518,24.649031350774685,9.250054554712317,43.19399655699149,6.061634701646341,91,295,3,(3)Khách Hàng Cao Cấp
12497,1.0,629.43375,1043.1,802.350625,1043.1,41.184929536957156,41.78889847569744,0.0,17.026171987345418,0.0,11,11,0,(0)Khách Mới
12500,6.0,185.64,378.0,295.64000000000004,1773.8400000000001,63.60591065774334,7.624137464483832,5.09065079150318,3.2077301222207186,7.3625580661164465,36,263,3,(3)Khách Hàng Cao Cấp
12501,1.0,629.43375,1150.06,802.350625,2089.68,24.414264384977606,32.40448298304047,15.074078327782244,16.033555376899812,12.073618927299876,266,266,2,(2)Ít tương tác
12502,5.0,522.6,1092.35,744.774,3121.85875,7.959461527926592,43.756898065721956,14.067354660608455,9.552427984865208,24.6638577608778,25,239,1,(1)Săn Sale
12506,1.0,73.5,73.5,73.5,73.5,10.272108843537413,3.4693877551020407,26.05442176870748,22.38095238095238,37.823129251700685,162,162,2,(2)Ít tương tác
12507,3.0,46.75,811.9,421.18666666666667,1263.56,33.80290607489949,46.67289246256608,9.908512456867898,9.61568900566653,0.0,64,228,3,(3)Khách Hàng Cao Cấp
12509,1.0,176.5,176.5,176.5,176.5,0.0,24.645892351274785,46.649258524978194,0.0,19.263456090651555,214,214,2,(2)Ít tương tác
12510,2.0,301.52,681.05,491.28499999999997,982.5699999999999,23.743855399615295,21.769441362956332,25.97982840917187,5.404195120958304,23.10267970729821,72,255,0,(0)Khách Mới
12513,1.0,586.79,586.79,586.79,586.79,42.485386594863584,41.37596073552719,3.8344211728216226,12.304231496787608,0.0,42,42,0,(0)Khách Mới
12514,1.0,629.43375,1017.68,802.350625,1017.68,32.44438330319944,15.034195424887981,8.47024604983885,11.054555459476456,32.996619762597284,197,197,2,(2)Ít tương tác
12515,1.0,383.7,383.7,383.7,383.7,16.614542611415168,49.882720875684136,9.968725566849102,4.612978889757624,18.921032056293978,283,283,2,(2)Ít tương tác
12516,2.0,583.2,728.86,656.03,1312.06,1.1432404005914365,37.03031873542369,0.0,55.865440632332515,0.0,7,110,0,(0)Khách Mới
12517,3.0,379.25,771.75,633.5666666666667,1900.7,33.566580733414,17.086862734781924,11.524701425790498,29.63276687536171,8.189088230651866,3,120,3,(3)Khách Hàng Cao Cấp
12518,2.0,324.83,524.9,424.865,849.73,38.04031868946607,22.411824932625656,9.579513492521153,21.536252692031585,8.432090193355535,7,40,0,(0)Khách Mới
12520,5.0,246.54,935.67,516.5020000000001,2582.51,30.869193149300482,31.1108185447491,15.039631985936165,14.829371425473667,8.644690630433182,9,203,3,(3)Khách Hàng Cao Cấp
12521,1.0,599.68,599.68,599.68,599.68,32.73412486659552,17.7244530416222,11.180963180362863,33.074306296691574,5.286152614727856,72,72,0,(0)Khách Mới
12523,8.0,102.95,204.75,142.76625,1142.13,21.843397861889624,29.298766340083876,22.51057235165874,19.710540831604106,6.636722614763643,9,261,1,(1)Săn Sale
12524,6.0,289.1,1094.33,520.4133333333333,3121.85875,40.598498629294674,32.059452742691704,3.7053880249032827,18.621416310112476,5.015244292997874,92,263,1,(1)Săn Sale
12526,1.0,520.3,520.3,520.3,520.3,44.01306938304825,16.605804343647897,11.387660964827985,25.139342686911405,2.854122621564482,24,24,0,(0)Khách Mới
12527,3.0,63.790000000000006,152.4,116.23666666666668,348.71000000000004,15.829772590404634,26.818846606062348,4.258552952309942,43.34260560351008,9.750222247713,11,255,0,(0)Khách Mới
12528,4.0,229.0,493.53,319.0425,1276.17,19.79751913929962,35.54150309128094,12.7530031265427,9.70873786407767,22.19923677879906,44,242,3,(3)Khách Hàng Cao Cấp
12530,3.0,378.0,417.6,394.3333333333333,1183.0,10.929839391377854,35.31699070160609,13.617920540997464,34.42096365173289,5.714285714285714,53,266,3,(3)Khách Hàng Cao Cấp
12534,1.0,629.43375,1089.18,802.350625,1089.18,46.77647404469417,25.959896435850823,8.152922381975431,6.408490791237444,12.702216346242126,60,60,0,(0)Khách Mới
12535,2.0,344.9,371.45,358.17499999999995,716.3499999999999,9.576324422419209,5.695539889718713,46.649258524978194,8.543309834578071,27.626160396454246,21,116,0,(0)Khách Mới
12539,3.0,629.43375,1150.06,802.350625,3121.85875,25.70340151714704,25.332636812176133,17.09944684119539,19.35148272679179,12.51303210268965,192,263,3,(3)Khách Hàng Cao Cấp
12540,8.5,277.48,1150.06,801.3492307692309,3121.85875,26.248807299995967,40.740808290632906,10.916876729055035,14.11273678814768,7.9807708921684,7,291,1,(1)Săn Sale
12541,2.0,223.74,312.4,268.07,536.14,46.30133920244712,33.722535158727204,8.309396799343457,8.89692990636774,2.769798933114485,103,210,0,(0)Khách Mới
12545,2.0,372.24,628.15,500.195,1000.39,51.624866302142166,25.888903327702195,8.951508911524506,1.7693099691120466,11.765411489519089,5,189,0,(0)Khách Mới
12546,1.0,629.43375,740.2,740.2,740.2,20.089165090516072,31.19427181842745,17.30613347743853,31.41042961361794,0.0,7,7,0,(0)Khách Mới
12547,2.0,48.4,159.4,103.9,207.8,28.873917228103945,56.400384985563036,0.0,14.725697786333011,0.0,127,210,0,(0)Khách Mới
12548,1.0,95.2,95.2,95.2,95.2,63.60591065774334,29.411764705882355,0.0,0.0,0.0,96,96,0,(0)Khách Mới
12550,1.0,629.43375,964.83,802.350625,964.83,31.663609133215175,26.14761149632578,13.157758361576652,12.152399904646414,16.87862110423598,9,9,0,(0)Khách Mới
12551,1.0,168.0,168.0,168.0,168.0,53.57142857142857,0.0,0.0,46.42857142857143,0.0,287,287,2,(2)Ít tương tác
12553,7.0,6.3,664.01,340.46999999999997,2383.29,22.066135468197324,26.674890592416368,17.081429452563473,29.889354631622673,4.288189855200165,40,259,1,(1)Săn Sale
12556,1.0,308.75,308.75,308.75,308.75,27.083400809716597,17.182186234817813,15.96761133603239,15.005668016194331,24.761133603238868,81,81,0,(0)Khách Mới
12557,4.0,620.0,1150.06,802.350625,3121.85875,25.133319112627984,0.9065699658703069,46.649258524978194,0.0,0.0,88,301,3,(3)Khách Hàng Cao Cấp
12559,2.0,75.60000000000001,460.61,268.105,536.21,15.516308908823035,15.73264206187874,34.36153745733947,31.219111915107884,3.1703996568508606,240,249,2,(2)Ít tương tác
12560,2.0,144.0,1150.06,706.305,1412.61,26.69526620935715,28.208068752167975,27.28283107156257,12.072688144640066,5.741145822272248,42,73,3,(3)Khách Hàng Cao Cấp
12561,1.0,238.85,238.85,238.85,238.85,9.796943688507431,26.12518316935315,32.4262089177308,12.685786058195522,18.965878166213106,232,232,2,(2)Ít tương tác
12562,4.0,388.64,650.0,498.4675,1993.87,30.192540135515355,19.28410578422866,8.68913219016285,35.83583683991434,5.998385050178798,11,128,3,(3)Khách Hàng Cao Cấp
12564,1.0,456.9,456.9,456.9,456.9,32.04202232435981,22.948128693368353,13.000656598818125,11.621799080761656,20.387393302692058,191,191,2,(2)Ít tương tác
12565,1.0,131.17,131.17,131.17,131.17,58.54997331706945,3.842341998932683,13.493939162918354,15.742929023404741,8.370816497674774,218,218,2,(2)Ít tương tác
12566,1.0,346.7,346.7,346.7,346.7,26.622440149985575,38.85203345832131,18.142486299394292,0.0,16.383040092298817,16,16,0,(0)Khách Mới
12567,8.0,286.34000000000003,1150.06,802.350625,3121.85875,27.903496200242213,24.324134940319738,15.172588859332278,14.700329470995447,17.899450529110318,26,299,1,(1)Săn Sale
12569,8.5,60.650000000000006,324.98,141.732,2125.98,22.39625960733403,32.53605396099681,17.18736770806875,16.84305590833404,11.037262815266372,22,182,1,(1)Săn Sale
12571,1.0,248.35,248.35,248.35,248.35,63.60591065774334,15.462049526877392,5.979464465472116,6.160660358365211,0.0,51,51,0,(0)Khách Mới
12573,1.0,160.54000000000002,160.54000000000002,160.54000000000002,160.54000000000002,15.51638221004111,14.096175407998004,6.166687429924006,55.865440632332515,6.197832315933723,157,157,2,(2)Ít tương tác
12574,1.0,218.45,218.45,218.45,218.45,6.86655985351339,16.479743648432134,22.72831311512932,44.815747310597395,9.109636072327763,245,245,2,(2)Ít tương tác
12576,4.0,154.8,275.7,231.925,927.7,54.6124824835615,24.21149078365851,9.582839279939636,10.520642449067587,1.0725450037727713,25,234,3,(3)Khách Hàng Cao Cấp
12577,1.0,195.89,195.89,195.89,195.89,47.373525958446066,17.606820154168158,14.77870233294196,13.349328704885394,6.891622849558426,289,289,2,(2)Ít tương tác
12578,1.0,629.43375,1150.06,802.350625,1586.41,30.393151833384813,20.26903511702523,18.541864965551152,24.23396221657706,6.561985867461753,260,260,2,(2)Ít tương tác
12579,1.0,410.72,410.72,410.72,410.72,32.82528243085313,33.06388780677834,9.495520062329566,16.872808726139464,7.742500973899494,8,8,0,(0)Khách Mới
12580,1.0,415.7,415.7,415.7,415.7,46.69232619677652,26.65383690161174,8.37142169834015,13.519364926629782,4.76305027664181,176,176,2,(2)Ít tương tác
12582,2.0,205.16,306.2,255.68,511.36,15.7540675844806,51.16551939924906,13.943210262828535,19.137202753441805,0.0,168,218,2,(2)Ít tương tác
12583,8.5,243.1,855.86,455.10909090909087,3121.85875,27.0476609004834,33.64508010067516,21.29559346410451,14.08853022252407,3.9231353122128563,0,303,1,(1)Săn Sale
12584,5.0,12.75,453.73,186.498,932.49,3.2429302190908214,19.464015699900266,31.507040289976302,6.3271455994166175,39.45886819161599,10,210,3,(3)Khách Hàng Cao Cấp
12585,2.0,629.43375,1150.06,802.350625,1984.51,30.434212979526432,37.94337141158271,8.062443625882459,9.334798010592035,14.225173972416366,164,281,3,(3)Khách Hàng Cao Cấp
12589,1.0,131.5,131.5,131.5,131.5,41.673003802281364,57.78912123736169,0.0,0.0,0.0,74,74,0,(0)Khách Mới
12590,2.0,523.0,1150.06,802.350625,3121.85875,14.931987206658704,13.293474138508,23.66504485173475,19.305614427189706,28.803879375908853,141,141,3,(3)Khách Hàng Cao Cấp
12591,1.0,452.85,452.85,452.85,452.85,20.66909572706194,43.215192668654076,6.558463067240808,23.84895660814839,5.708291928894778,247,247,2,(2)Ít tương tác
12592,2.0,205.8,231.8,218.8,437.6,63.60591065774334,29.59323583180987,0.0,5.347349177330895,0.0,22,143,0,(0)Khách Mới
12593,3.0,85.8,236.0,139.36666666666667,418.1,63.60591065774334,8.61038029179622,0.0,5.022721836881129,9.447500597943076,38,148,0,(0)Khách Mới
12594,8.0,28.0,721.95,313.9875,2511.9,35.65030455034038,10.38019029419961,6.503045503403798,44.78522234165373,2.6812373104024836,51,252,1,(1)Săn Sale
12596,1.0,269.95,269.95,269.95,269.95,4.667531024263752,42.859788849787,26.523430264863862,18.577514354510097,7.371735506575291,172,172,2,(2)Ít tương tác
12597,2.0,516.15,912.66,714.405,1428.81,8.283816602627361,39.404819395161006,19.33427117671349,17.180730817953403,15.79636200754474,113,198,0,(0)Khách Mới
12598,5.0,36.0,700.46,385.148,1925.74,32.9587587109371,31.867230259536594,10.77507867105632,16.142366051491894,8.256566306978097,1,214,3,(3)Khách Hàng Cao Cấp
