CustomerID,InvoiceNo,Basket Price,categ_0,categ_1,categ_2,categ_3,categ_4,InvoiceDate
12362,568651,829.99,197.85000000000002,28.44,252.95,86.1,264.65000000000003,2011-09-28 12:04:00.000000000
12362,570667,355.8,116.7,0.0,30.0,209.1,0.0,2011-10-11 14:32:59.999999744
12362,572887,786.95,70.4,20.4,359.25,101.39999999999999,235.5,2011-10-26 13:47:00.000000000
12362,573173,450.31,97.2,26.519999999999996,172.85,19.799999999999997,133.94,2011-10-28 10:10:00.000000000
12362,574329,477.94,186.54,51.0,60.0,81.9,98.5,2011-11-04 09:07:00.000000000
12362,580979,529.04,139.4,33.94,85.8,84.1,185.8,2011-12-06 15:40:00.000000000
12363,549687,299.1,0.0,79.2,47.7,172.2,0.0,2011-04-11 13:29:00.000000000
12363,563947,252.9,168.6,19.8,0.0,34.8,29.700000000000003,2011-08-22 10:18:00.000000000
12364,563854,623.92,32.45,194.12,66.9,295.8,34.650000000000006,2011-08-19 15:24:00.000000000
12364,567897,79.8,0.0,64.8,15.0,0.0,0.0,2011-09-22 16:07:00.000000000
12364,573401,299.06,0.0,175.28,62.7,61.08,0.0,2011-10-30 15:43:00.000000000
12364,580152,310.32,17.700000000000003,203.22,15.0,74.39999999999999,0.0,2011-12-02 10:22:00.000000000
12365,544574,320.69,106.20000000000002,5.04,12.75,147.2,49.5,2011-02-21 13:51:00.000000000
12365,544578,320.69,0.0,0.0,320.69,0.0,0.0,2011-02-21 14:04:00.000000000
12367,580716,168.9,27.0,43.8,18.0,70.19999999999999,9.9,2011-12-05 16:48:00.000000000
12370,538826,1587.07,557.9,163.5,56.85,615.62,193.2,2010-12-14 12:58:00.000000000
12370,539330,277.2,17.700000000000003,10.2,188.0,11.6,49.7,2010-12-17 09:38:00.000000000
12370,546236,938.39,119.4,278.64,103.0,163.65,273.7,2011-03-10 12:48:00.000000000
12370,571905,739.28,160.4,60.72,66.8,179.76,271.6,2011-10-19 14:51:00.000000000
12371,570521,1527.96,513.14,50.519999999999996,163.15,255.3,545.85,2011-10-11 10:43:00.000000000
12371,572770,360.0,0.0,0.0,360.0,0.0,0.0,2011-10-26 10:16:00.000000000
12372,544157,399.22,97.80000000000001,40.32,83.7,128.39999999999998,49.0,2011-02-16 12:46:00.000000000
12372,552731,515.7,141.60000000000002,84.0,67.8,192.59999999999997,29.700000000000003,2011-05-11 10:43:00.000000000
12372,568872,383.12,17.700000000000003,19.919999999999998,30.0,283.5,32.0,2011-09-29 12:12:00.000000000
12373,542887,364.6,170.10000000000002,51.0,40.0,85.8,17.700000000000003,2011-02-01 13:10:00.000000000
12374,576345,742.9300000000001,164.10000000000002,78.96,231.0,187.47,81.4,2011-11-14 15:37:00.000000000
12375,565333,230.3,83.2,25.5,71.8,0.0,49.800000000000004,2011-09-02 14:23:00.000000000
12375,579281,225.12,185.12,0.0,40.0,0.0,0.0,2011-11-29 10:36:00.000000000
12377,539488,1001.52,219.6,98.52,0.0,327.59999999999997,355.8,2010-12-20 09:37:00.000000000
12377,542586,626.6,96.30000000000001,101.39999999999999,188.3,122.7,117.9,2011-01-28 15:45:00.000000000
12378,562046,4008.62,891.1600000000001,604.5,681.35,1202.06,629.5500000000001,2011-08-02 10:34:00.000000000
12379,557789,457.89,96.24,74.4,121.19999999999999,64.85,101.2,2011-06-22 16:32:00.000000000
12379,567196,392.40000000000003,142.70000000000002,8.5,30.0,211.2,0.0,2011-09-19 10:09:00.000000000
12380,555739,607.5500000000001,249.45000000000002,66.0,60.9,130.5,100.70000000000002,2011-06-07 09:49:00.000000000
12380,567928,626.01,300.81,21.0,119.7,144.9,39.6,2011-09-22 17:31:00.000000000
12380,571187,446.61,32.64,41.32,65.9,124.39999999999999,182.35000000000002,2011-10-14 11:39:00.000000000
12380,577180,1040.39,340.27,0.0,398.5,123.89999999999999,177.72000000000003,2011-11-18 11:27:00.000000000
12381,563100,1227.3899999999999,271.81,103.78,418.1,289.7,144.0,2011-08-12 09:57:00.000000000
12381,570681,6.0,0.0,0.0,6.0,0.0,0.0,2011-10-11 15:45:00.000000000
12381,570725,4.5,0.0,0.0,4.5,0.0,0.0,2011-10-12 11:30:00.000000000
12381,574694,419.06,80.22,30.04,173.5,60.599999999999994,74.7,2011-11-06 13:36:00.000000000
12381,580638,147.01,24.96,39.6,52.75,0.0,29.700000000000003,2011-12-05 12:44:00.000000000
12383,539840,600.72,17.700000000000003,277.62,45.0,213.0,47.400000000000006,2010-12-22 14:28:00.000000000
12383,540971,639.91,96.0,166.2,94.0,249.95999999999998,33.75,2011-01-12 14:09:59.999999744
12383,546434,357.07,35.400000000000006,0.0,184.54999999999998,56.72,80.4,2011-03-14 08:40:59.999999744
12383,550284,142.16,0.0,20.16,54.8,17.4,49.800000000000004,2011-04-15 14:10:00.000000000
12383,555928,99.45,0.0,10.2,89.25,0.0,0.0,2011-06-08 08:02:00.000000000
12384,562882,273.58000000000004,35.400000000000006,4.9799999999999995,160.6,25.5,47.1,2011-08-10 11:23:00.000000000
12384,575734,292.58,58.480000000000004,0.0,189.1,15.0,30.0,2011-11-11 08:39:00.000000000
12386,537676,258.9,17.700000000000003,43.199999999999996,98.4,99.6,0.0,2010-12-08 09:53:00.000000000
12386,540280,143.0,0.0,68.0,0.0,75.0,0.0,2011-01-06 12:37:00.000000000
12388,541271,431.3,53.10000000000001,51.0,65.4,114.29999999999998,147.5,2011-01-17 11:12:00.000000000
12388,543357,124.05000000000001,17.700000000000003,0.0,16.35,15.0,75.0,2011-02-07 13:59:00.000000000
12388,546135,210.9,53.10000000000001,20.4,0.0,48.3,89.10000000000001,2011-03-09 15:47:00.000000000
12388,560033,902.09,217.98000000000002,126.35999999999999,196.35000000000002,182.89999999999998,178.5,2011-07-14 13:28:00.000000000
12388,568145,825.9200000000001,215.27000000000004,141.24,16.35,157.3,295.76,2011-09-25 11:30:00.000000000
12388,578459,286.4,153.4,61.6,71.4,0.0,0.0,2011-11-24 12:30:00.000000000
12390,567530,549.84,60.60000000000001,116.04,138.5,106.19999999999999,128.5,2011-09-21 09:33:00.000000000
12391,577228,439.66,107.80000000000001,43.059999999999995,38.8,145.95,104.05000000000001,2011-11-18 12:07:00.000000000
12393,540700,462.5,156.0,10.2,0.0,221.3,75.0,2011-01-11 09:47:00.000000000
12393,541149,177.00000000000003,0.0,0.0,0.0,0.0,177.00000000000003,2011-01-14 11:36:00.000000000
12393,549313,421.6,59.7,0.0,14.850000000000001,295.5,51.550000000000004,2011-04-08 09:45:00.000000000
12393,568708,521.5,73.2,36.6,0.0,265.5,146.20000000000002,2011-09-28 15:41:00.000000000
12394,552188,381.08,17.700000000000003,13.6,49.9,233.48,66.4,2011-05-06 14:01:00.000000000
12394,569997,891.4,0.0,224.16,162.0,266.24,239.0,2011-10-07 08:08:00.000000000
12395,537026,346.1,44.7,225.7,55.9,19.799999999999997,0.0,2010-12-03 16:35:00.000000000
12395,539447,330.87,60.35000000000001,104.32,116.9,49.3,0.0,2010-12-17 16:00:00.000000000
12395,543733,216.66,30.599999999999998,111.36,15.0,37.199999999999996,22.5,2011-02-11 12:16:00.000000000
12395,547517,326.5,42.900000000000006,218.8,45.0,19.799999999999997,0.0,2011-03-23 14:33:00.000000000
12395,551985,149.97,17.700000000000003,15.120000000000001,27.75,19.799999999999997,69.60000000000001,2011-05-05 14:38:00.000000000
12395,552884,181.82,17.700000000000003,15.120000000000001,34.9,15.0,99.1,2011-05-12 10:15:00.000000000
12395,558623,163.9,48.3,47.2,15.0,23.4,30.0,2011-06-30 16:52:00.000000000
12395,563852,165.95,50.7,0.0,95.45,19.799999999999997,0.0,2011-08-19 15:18:00.000000000
12395,569496,346.68,70.44000000000001,5.04,106.5,60.0,104.7,2011-10-04 13:45:00.000000000
12395,575151,263.08,91.08000000000001,0.0,15.0,142.0,15.0,2011-11-08 16:12:00.000000000
12395,575154,243.47,12.48,30.54,61.25,74.4,64.8,2011-11-08 16:15:00.000000000
12395,577551,263.28,68.13000000000001,38.7,59.849999999999994,46.8,49.800000000000004,2011-11-20 15:20:59.999999744
12397,561507,1214.81,140.22,162.04,347.4,376.29999999999995,188.85000000000002,2011-07-27 14:21:00.000000000
12397,574336,1195.09,172.18,115.56,362.75,261.2,283.40000000000003,2011-11-04 09:52:00.000000000
12398,572567,1635.6599999999999,182.24,427.84,323.9,554.78,146.9,2011-10-25 10:27:00.000000000
12399,547412,288.05,14.75,159.6,15.0,98.69999999999999,0.0,2011-03-23 09:42:00.000000000
12399,552543,480.90000000000003,35.55,193.20000000000002,30.0,177.6,44.550000000000004,2011-05-10 10:22:00.000000000
12399,556203,130.08,24.96,90.12,15.0,0.0,0.0,2011-06-09 13:09:00.000000000
12399,563172,209.62,0.0,66.52,15.0,128.1,0.0,2011-08-12 13:15:00.000000000
12401,543537,84.3,0.0,0.0,69.3,0.0,15.0,2011-02-09 13:50:00.000000000
12402,541675,225.6,131.10000000000002,0.0,30.0,64.5,0.0,2011-01-20 13:49:00.000000000
12403,572184,409.7,0.0,0.0,18.0,0.0,391.7,2011-10-21 10:51:00.000000000
12405,559928,1710.39,354.61,213.72,680.4,155.95999999999998,305.70000000000005,2011-07-14 08:52:00.000000000
12406,556127,1486.7,391.14,80.88,112.35,471.13,431.20000000000005,2011-06-09 10:23:00.000000000
12406,577126,1794.05,397.32000000000005,276.2,70.8,384.47999999999996,665.2500000000001,2011-11-17 19:22:00.000000000
12407,547061,226.3,0.0,69.72,15.0,128.07999999999998,13.5,2011-03-20 13:20:59.999999744
12407,550440,269.66,24.96,76.2,90.65,77.85,0.0,2011-04-18 12:25:00.000000000
12407,559058,719.06,88.26,106.16,146.65,288.74,89.25,2011-07-06 09:49:00.000000000
12407,561662,192.34,0.0,94.84,97.5,0.0,0.0,2011-07-28 16:28:00.000000000
12407,572133,300.76,52.86,36.900000000000006,85.75,90.6,34.650000000000006,2011-10-21 10:11:00.000000000
12408,547684,751.49,184.1,92.94,176.7,95.25,202.5,2011-03-24 14:46:00.000000000
12408,547685,56.900000000000006,51.95,0.0,0.0,0.0,4.95,2011-03-24 14:47:00.000000000
12408,557147,652.53,187.34,110.0,126.84,186.45,41.900000000000006,2011-06-17 10:51:00.000000000
12408,565246,642.28,324.9,35.58,79.9,182.39999999999998,19.5,2011-09-02 10:27:00.000000000
12408,574862,739.5,129.0,21.599999999999998,60.0,226.6,302.3,2011-11-07 12:27:00.000000000
12409,556415,6196.29,901.0,521.78,1732.76,1563.1,1477.65,2011-06-10 12:19:00.000000000
12409,567721,4860.64,1038.6200000000001,552.0,1081.6399999999999,777.8399999999999,1410.5400000000002,2011-09-22 10:38:00.000000000
12410,543180,613.0799999999999,35.400000000000006,10.08,342.6,191.39999999999998,33.6,2011-02-04 10:38:00.000000000
12410,543181,68.0,0.0,0.0,68.0,0.0,0.0,2011-02-04 10:39:00.000000000
12412,557889,514.5,98.4,81.6,36.0,172.6,125.9,2011-06-23 13:51:00.000000000
12412,561102,376.24,29.880000000000003,55.56,18.0,173.2,99.60000000000001,2011-07-25 11:17:00.000000000
12412,568223,336.14,155.10000000000002,62.63999999999999,47.85,0.0,70.55,2011-09-26 10:16:00.000000000
12413,540365,415.3,97.55000000000001,73.4,179.85,19.799999999999997,44.7,2011-01-06 16:12:00.000000000
12413,550338,84.65,50.3,0.0,34.35,0.0,0.0,2011-04-17 15:33:00.000000000
12413,569402,194.20000000000002,94.70000000000002,17.0,18.0,19.799999999999997,44.7,2011-10-04 09:00:00.000000000
12414,543027,153.76,0.0,54.36,40.0,59.39999999999999,0.0,2011-02-02 14:51:00.000000000
12414,550998,242.8,50.400000000000006,13.200000000000001,40.0,60.0,79.2,2011-04-26 09:12:00.000000000
12414,552202,165.85,0.0,0.0,89.05000000000001,37.199999999999996,39.6,2011-05-06 14:51:00.000000000
12415,540267,7011.38,946.7,810.48,270.0,2808.0,2176.2000000000003,2011-01-06 11:12:00.000000000
12415,540557,81.6,0.0,81.6,0.0,0.0,0.0,2011-01-10 09:58:00.000000000
12415,543989,13536.72,1458.12,2112.88,3073.6,3841.3199999999997,3050.8,2011-02-15 09:52:00.000000000
12415,545475,16619.34,1509.6,1640.6399999999999,5077.0,4853.0599999999995,3539.04,2011-03-03 10:59:00.000000000
12415,553546,11924.800000000001,2239.2000000000003,1992.48,1845.6000000000001,3033.64,2813.88,2011-05-17 15:42:00.000000000
12415,554037,766.3599999999999,0.0,77.75999999999999,418.59999999999997,0.0,270.0,2011-05-20 14:13:00.000000000
12415,556917,22775.93,4583.6,2829.2799999999997,1611.52,5644.12,8107.41,2011-06-15 13:37:00.000000000
12415,556918,650.88,0.0,0.0,0.0,0.0,650.88,2011-06-15 13:37:00.000000000
12415,559919,2735.16,0.0,1783.8,0.0,747.36,204.0,2011-07-13 15:30:00.000000000
12415,559920,61.199999999999996,61.199999999999996,0.0,0.0,0.0,0.0,2011-07-13 15:31:00.000000000
12415,563614,21706.44,5286.56,1563.84,2732.2,6752.12,5371.72,2011-08-18 08:51:00.000000000
12415,565145,2732.92,0.0,803.52,0.0,1115.8,813.6,2011-09-01 13:50:00.000000000
12415,565146,208.79999999999998,0.0,0.0,0.0,208.79999999999998,0.0,2011-09-01 13:51:00.000000000
12415,569647,828.0,0.0,0.0,0.0,0.0,828.0,2011-10-05 12:35:00.000000000
12415,569650,15643.77,2246.08,584.64,5738.5,2494.24,4580.31,2011-10-05 12:44:00.000000000
12415,574014,624.24,624.24,0.0,0.0,0.0,0.0,2011-11-02 12:03:00.000000000
12415,574138,375.24,246.72,10.08,0.0,0.0,118.44,2011-11-03 11:26:00.000000000
12415,576394,4925.8,2082.0,234.72,535.8000000000001,1762.36,310.92,2011-11-15 10:32:00.000000000
12415,576586,429.6,429.6,0.0,0.0,0.0,0.0,2011-11-15 14:22:00.000000000
12417,539391,259.39,35.15,0.0,147.1,27.04,50.1,2010-12-17 11:51:00.000000000
12417,541991,323.44,43.95,15.239999999999998,126.65,45.0,92.6,2011-01-25 09:11:00.000000000
12417,545536,391.6,45.349999999999994,30.599999999999998,196.05,30.0,89.60000000000001,2011-03-03 14:12:00.000000000
12417,551398,436.3,15.299999999999999,104.0,164.25,107.9,44.85,2011-04-28 13:09:00.000000000
12417,555574,437.19,53.10000000000001,9.24,253.95,49.8,71.10000000000001,2011-06-05 15:46:00.000000000
12417,562445,355.56,0.0,59.86,152.6,27.6,115.5,2011-08-04 18:51:00.000000000
12417,564378,562.69,32.64,90.8,182.4,101.1,155.75,2011-08-25 10:26:00.000000000
12417,573656,442.9,68.4,40.8,176.85,48.0,108.85000000000001,2011-10-31 16:02:00.000000000
12417,580965,369.73,47.52,51.54,149.85,48.919999999999995,71.9,2011-12-06 14:52:00.000000000
12418,563756,668.58,30.049999999999997,113.58,303.85,64.8,156.3,2011-08-19 11:08:00.000000000
12420,570000,600.39,52.02,50.519999999999996,189.85,106.7,201.3,2011-10-07 08:55:00.000000000
12421,541980,157.45,52.2,42.599999999999994,28.0,9.899999999999999,24.75,2011-01-24 15:09:00.000000000
12421,557297,239.35,35.400000000000006,28.799999999999997,86.6,73.55,15.0,2011-06-19 13:54:00.000000000
12421,563518,231.76,0.0,43.760000000000005,91.7,81.3,15.0,2011-08-17 10:56:00.000000000
12421,578339,178.48,57.84,0.0,63.7,41.94,15.0,2011-11-24 09:07:00.000000000
12422,541520,238.5,98.5,8.5,38.25,93.25,0.0,2011-01-19 09:13:00.000000000
12422,558041,417.36,106.20000000000002,48.599999999999994,120.0,84.35999999999999,58.2,2011-06-24 13:20:00.000000000
12422,565466,147.7,83.2,0.0,0.0,64.5,0.0,2011-09-05 09:48:00.000000000
12423,539676,237.93,63.0,42.08,60.9,57.099999999999994,14.850000000000001,2010-12-21 10:54:00.000000000
12423,544474,192.31,35.400000000000006,74.86,15.0,52.199999999999996,14.850000000000001,2011-02-21 09:52:00.000000000
12423,547109,347.35,140.70000000000002,26.799999999999997,81.75,78.3,19.8,2011-03-21 11:46:00.000000000
12423,549249,255.36,57.96,73.2,30.0,94.2,0.0,2011-04-07 12:04:00.000000000
12423,554147,333.82,109.48,36.64,78.9,75.6,33.2,2011-05-23 10:48:00.000000000
12423,555161,84.92,42.96,26.96,15.0,0.0,0.0,2011-06-01 09:26:00.000000000
12423,564853,188.78,60.660000000000004,43.519999999999996,45.0,39.599999999999994,0.0,2011-08-31 08:55:00.000000000
12423,581493,208.64000000000001,68.10000000000001,83.82,15.0,41.72,0.0,2011-12-09 10:10:00.000000000
12424,558536,1466.3200000000002,705.4,19.919999999999998,0.0,146.39999999999998,594.6,2011-06-30 12:06:00.000000000
12424,558537,294.64000000000004,0.0,0.0,35.7,212.64000000000001,46.300000000000004,2011-06-30 12:06:00.000000000
12425,567929,777.2,147.40000000000003,75.34,42.5,412.96,99.0,2011-09-22 17:31:00.000000000
12426,554985,582.73,129.00000000000003,12.7,169.15,218.77999999999997,53.1,2011-05-29 12:26:00.000000000
12427,536861,246.55,53.25,0.0,133.9,59.39999999999999,0.0,2010-12-03 10:44:00.000000000
12427,570452,282.58,37.68000000000001,0.0,70.35,118.19999999999999,56.35000000000001,2011-10-10 15:15:00.000000256
12427,577135,179.24,55.44,0.0,104.0,19.799999999999997,0.0,2011-11-18 08:56:00.000000000
12428,545226,1943.4,421.27000000000004,128.4,578.85,560.88,254.0,2011-03-01 09:33:00.000000000
12428,545227,2462.42,158.5,425.58,574.5,288.40999999999997,1015.4300000000001,2011-03-01 09:35:00.000000000
12428,545336,551.2,0.0,0.0,551.2,0.0,0.0,2011-03-01 16:53:00.000000000
12428,547086,409.2,0.0,0.0,334.5,32.4,42.3,2011-03-20 15:46:00.000000000
12428,548363,496.28999999999996,0.0,96.44999999999999,360.0,39.839999999999996,0.0,2011-03-30 15:48:00.000000000
12428,549588,373.72,55.260000000000005,69.4,161.7,42.36,45.0,2011-04-11 10:04:00.000000000
12428,559004,632.44,131.38,64.56,307.5,0.0,129.0,2011-07-05 12:23:00.000000000
12428,563020,600.19,261.8,93.24,159.8,40.8,44.550000000000004,2011-08-11 12:58:00.000000000
12428,576082,408.34000000000003,220.48000000000002,9.36,141.0,0.0,37.5,2011-11-14 08:22:00.000000000
12429,538003,1281.5,174.60000000000002,50.4,463.1,103.2,490.2,2010-12-09 12:05:00.000000000
12429,551054,437.98,66.0,46.56,197.5,58.519999999999996,69.4,2011-04-26 11:44:00.000000000
12429,557427,1125.4,237.78,61.31999999999999,257.7,63.0,505.6,2011-06-20 12:13:59.999999744
12429,579881,905.52,247.20000000000002,42.839999999999996,0.0,202.07999999999998,413.4,2011-11-30 17:22:00.000000000
12430,573108,256.4,25.200000000000003,41.4,87.8,32.4,69.6,2011-10-27 15:09:00.000000000
12431,536389,358.25,0.0,20.4,213.65,54.599999999999994,69.6,2010-12-01 10:03:00.000000000
12431,539419,348.2,19.5,30.599999999999998,99.3,36.3,162.5,2010-12-17 14:10:00.000000000
12431,542542,384.68,15.299999999999999,10.2,212.7,71.47999999999999,75.0,2011-01-28 14:37:00.000000000
12431,544193,640.1,95.4,54.0,151.55,186.5,152.65,2011-02-17 08:23:00.000000000
12431,545065,412.55,60.099999999999994,0.0,38.9,293.75,19.8,2011-02-27 14:43:00.000000000
12431,552956,465.26,195.75,30.36,156.95,49.5,32.7,2011-05-12 12:34:00.000000000
12431,554126,449.09,35.040000000000006,48.9,175.25,189.9,0.0,2011-05-23 09:14:00.000000000
12431,560473,483.02000000000004,17.700000000000003,15.120000000000001,189.45000000000002,82.8,177.95000000000002,2011-07-19 10:42:00.000000000
12431,561040,467.3,71.0,0.0,153.0,153.59999999999997,89.7,2011-07-24 12:05:00.000000000
12431,561228,118.8,0.0,0.0,0.0,118.8,0.0,2011-07-26 10:16:00.000000000
12431,563179,608.76,98.86000000000001,0.0,25.4,484.49999999999994,0.0,2011-08-12 14:19:00.000000000
12431,569722,588.96,119.81,39.480000000000004,190.6,28.52,210.55,2011-10-06 09:31:00.000000000
12431,569723,89.80000000000001,41.6,0.0,48.2,0.0,0.0,2011-10-06 09:32:00.000000000
12431,570446,332.68,83.4,54.58,30.0,100.19999999999999,64.5,2011-10-10 14:49:00.000000000
12431,574469,601.44,601.44,0.0,0.0,0.0,0.0,2011-11-04 11:55:00.000000000
12432,557472,2862.06,448.76,267.6,1348.95,433.8,362.95000000000005,2011-06-20 13:27:00.000000000
12432,557474,454.6,0.0,163.2,67.5,147.5,76.4,2011-06-20 13:29:00.000000000
12432,557754,700.0,0.0,0.0,700.0,0.0,0.0,2011-06-22 13:12:00.000000000
12432,573195,978.0600000000001,93.06,45.599999999999994,526.2,140.7,172.5,2011-10-28 11:40:00.000000000
12432,573200,64.6,0.0,0.0,64.6,0.0,0.0,2011-10-28 11:43:00.000000000
12433,536532,1919.1399999999999,462.30000000000007,476.52,56.4,853.3199999999999,70.6,2010-12-01 13:24:00.000000000
12433,537868,1867.98,371.70000000000005,476.52,204.3,744.8599999999999,70.6,2010-12-08 16:49:00.000000000
12433,566195,2608.11,380.34,519.02,538.65,327.9,842.2,2011-09-09 13:44:00.000000000
12433,573035,1498.66,181.14000000000001,189.8,243.0,453.2,431.52000000000004,2011-10-27 13:43:00.000000000
12433,579692,2843.29,579.54,445.52,108.4,918.98,790.85,2011-11-30 14:05:00.000000000
12433,581476,2618.89,579.5400000000001,445.52,108.4,829.5799999999999,655.85,2011-12-09 08:48:00.000000000
12433,581491,19.799999999999997,0.0,0.0,0.0,19.799999999999997,0.0,2011-12-09 10:02:00.000000000
12434,547659,273.05,17.700000000000003,20.4,204.5,17.700000000000003,12.75,2011-03-24 13:05:00.000000000
12434,567085,519.89,38.34,119.6,107.9,109.6,144.45000000000002,2011-09-16 12:38:00.000000000
12435,546780,3978.9900000000002,513.6,0.0,3057.75,272.64,135.0,2011-03-17 07:40:00.000000000
12435,567526,3850.9,686.8000000000001,0.0,2190.0,465.6,508.5,2011-09-21 09:06:00.000000000
12436,565124,509.01,111.46000000000001,66.0,178.10000000000002,0.0,153.45000000000002,2011-09-01 12:09:00.000000000
12437,540972,337.95,0.0,64.2,243.74999999999997,30.0,0.0,2011-01-12 14:13:00.000000000
12437,543030,150.5,0.0,102.5,18.0,30.0,0.0,2011-02-02 15:22:00.000000000
12437,544817,344.0,30.599999999999998,118.8,70.0,124.6,0.0,2011-02-23 16:44:00.000000000
12437,544818,95.75999999999999,30.599999999999998,20.16,0.0,45.0,0.0,2011-02-23 16:45:00.000000000
12437,546765,147.70999999999998,0.0,43.8,50.849999999999994,53.06,0.0,2011-03-16 14:37:00.000000000
12437,551389,209.10000000000002,70.80000000000001,64.8,43.5,30.0,0.0,2011-04-28 11:45:00.000000000
12437,553577,368.2,91.8,13.200000000000001,113.8,90.0,59.400000000000006,2011-05-18 10:34:00.000000000
12437,554555,267.12,0.0,103.12,126.8,37.199999999999996,0.0,2011-05-25 10:08:00.000000000
12437,556816,501.64,66.0,182.24,185.39999999999998,68.0,0.0,2011-06-15 09:01:00.000000000
12437,565321,269.58,15.299999999999999,32.879999999999995,178.2,43.2,0.0,2011-09-02 13:14:00.000000000
12437,565322,65.1,0.0,18.7,0.0,46.4,0.0,2011-09-02 13:15:00.000000000
12437,567910,222.6,35.400000000000006,59.4,18.0,90.0,19.8,2011-09-22 16:58:00.000000000
12437,573036,263.46,75.96000000000001,0.0,106.6,35.099999999999994,45.8,2011-10-27 13:44:00.000000000
12437,574093,736.55,164.15,124.60000000000001,91.0,356.8,0.0,2011-11-03 09:43:00.000000000
